...1,...2,ENV_RNC_SUPERVISADO,ENV_FECHA_ENVIO,OPERACION,FECHA_TRANSACCION,DATE_LIQUIDACION,DATE_LIQUIDACION_REAL,RNC_EMISOR,ISIN,SERIE,CODIGO_SIV,EMISION,VENCIMIENTO,MONEDA,MERCADO,NEGOCIACION,TIPO_OPERACION,SUB_OPERACION,TASA_INT_EMISION,UNIDAD_VALOR,VALOR_NOMINAL,CANT_VALOR_NOMINAL,PRECIO_LIMPIO,PRECIO_SUCIO,IMPORTE_BRUTO_LIQ,VALOR_TRANSADO,DEP_VENDEDOR,DEP_COMPRADOR,PARTE_OPERATION,ESTADO_OPERACION,EMISOR
683,683,130034788,7/5/2018,535315,4/5/2018,7/5/2018,7/5/2018,401007322,DO1005206011,MH12032,SIVEMGC243,5/3/2017,5/3/2032,DOP,SECUNDARIO,EXTRABURSATIL,MHRD,CONTADO RF,12,511,100000,51100000,114.38,116448.33,59505098.1,59505098.1,BRESERVA,IPSA,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
684,684,130034788,7/5/2018,534279,3/5/2018,7/5/2018,7/5/2018,401007322,DO1005205419,MH42026,SIVEMGC224,4/6/2016,4/12/2026,DOP,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,11,100,100000,10000000,110.65,115291.54,11529153.69,11529153.69,ATLANBBA,CCI,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
685,685,130034788,7/5/2018,534311,3/5/2018,7/5/2018,7/5/2018,401007322,DO1005205617,MH12027,SIVEMGC224,5/8/2016,5/2/2027,DOP,SECUNDARIO,EXTRABURSATIL,MHRD,CONTADO RF,11.25,250,100000,25000000,111.8,114603.79,28650948.63,28650948.63,BSANTACR,TIVALSA,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
686,686,130034788,7/5/2018,534314,3/5/2018,7/5/2018,7/5/2018,401007322,DO1005205617,MH12027,SIVEMGC224,5/8/2016,5/2/2027,DOP,SECUNDARIO,EXTRABURSATIL,MHRD,CONTADO RF,11.25,1398,100000,139800000,111.75,114558.29,160152495.7,160152495.7,BCITI,UNICA,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
687,687,130034788,7/5/2018,534316,3/5/2018,7/5/2018,7/5/2018,401007322,DO1005204214,MH12024,SIVEMGC185,10/5/2014,10/5/2024,DOP,SECUNDARIO,EXTRABURSATIL,MHRD,CONTADO RF,11.5,250,100000,25000000,114.16,119767.02,29941754.79,29941754.79,BPROMERI,ACIBAO,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
688,688,130034788,7/5/2018,534320,3/5/2018,7/5/2018,7/5/2018,401007322,DO1005205914,MH22023,SIVEMGC242,7/4/2017,7/4/2023,DOP,SECUNDARIO,BURSATIL,BVRD,CONTADO RF,10.5,100,100000,10000000,109.14,110006.33,11000633.37,11000633.37,ALPHA,ALPHA,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
689,689,130034788,7/5/2018,534321,3/5/2018,7/5/2018,7/5/2018,401007322,DO1005205419,MH42026,SIVEMGC224,4/6/2016,4/12/2026,DOP,SECUNDARIO,BURSATIL,BVRD,CONTADO RF,11,100,100000,10000000,110.7,115341.54,11534153.69,11534153.69,CCI,CCI,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
690,690,130034788,7/5/2018,534323,3/5/2018,7/5/2018,7/5/2018,401007322,DO1005206011,MH12032,SIVEMGC243,5/3/2017,5/3/2032,DOP,SECUNDARIO,BURSATIL,BVRD,CONTADO RF,12,561,100000,56100000,116.03,118098.4,66253201.77,66253201.77,BHDVAL,BHDVAL,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
691,691,130034788,7/5/2018,534328,3/5/2018,7/5/2018,7/5/2018,101768835,DO2014303310,BC1DPP33,SIVEM106,30-06-2017,30-06-2027,USD,SECUNDARIO,BURSATIL,BVRD,CONTADO RF,6.25,9146,1,9146,108.38,1.09,9971.95,9971.95,CCI,BHDVAL,CONTADO,LIQUIDADA CONTADO,"DOMINICAN POWER PARTNERS, LDC"
692,692,130034788,7/5/2018,534329,3/5/2018,7/5/2018,7/5/2018,101768835,DO2014304219,BC1DPP42,SIVEM106,17-08-2017,17-08-2027,USD,SECUNDARIO,BURSATIL,BVRD,CONTADO RF,6,9979,1,9979,106.66,1.08,10772.79,10772.79,JMMB,BHDVAL,CONTADO,LIQUIDADA CONTADO,"DOMINICAN POWER PARTNERS, LDC"
693,693,130034788,7/5/2018,534330,3/5/2018,7/5/2018,7/5/2018,101768835,DO2014305117,BC1DPP51,SIVEM106,14-11-2017,14-11-2027,USD,SECUNDARIO,BURSATIL,BVRD,CONTADO RF,5.9,949,1,949,106.05,1.07,1018.98,1018.98,JMMB,BHDVAL,CONTADO,LIQUIDADA CONTADO,"DOMINICAN POWER PARTNERS, LDC"
694,694,130034788,7/5/2018,534331,3/5/2018,7/5/2018,7/5/2018,101768835,DO2014305018,BC1DPP50,SIVEM106,14-11-2017,14-11-2027,USD,SECUNDARIO,BURSATIL,BVRD,CONTADO RF,5.9,950,1,950,106.05,1.07,1020.05,1020.05,JMMB,BHDVAL,CONTADO,LIQUIDADA CONTADO,"DOMINICAN POWER PARTNERS, LDC"
695,695,130034788,7/5/2018,534332,3/5/2018,7/5/2018,7/5/2018,101768835,DO2014302817,BC1DPP28,SIVEM106,9/5/2017,9/5/2027,USD,SECUNDARIO,BURSATIL,BVRD,CONTADO RF,6.25,1142,1,1142,108.3,1.1,1253.76,1253.76,JMMB,BHDVAL,CONTADO,LIQUIDADA CONTADO,"DOMINICAN POWER PARTNERS, LDC"
696,696,130034788,7/5/2018,534333,3/5/2018,7/5/2018,7/5/2018,101768835,DO2014302312,BC1DPP23,SIVEM106,9/5/2017,9/5/2027,USD,SECUNDARIO,BURSATIL,BVRD,CONTADO RF,6.25,28058,1,28058,108.3,1.1,30803.85,30803.85,JMMB,BHDVAL,CONTADO,LIQUIDADA CONTADO,"DOMINICAN POWER PARTNERS, LDC"
697,697,130034788,7/5/2018,535697,7/5/2018,7/5/2018,7/5/2018,401007322,DO1005204115,MH22019,SIVEMGC185,10/5/2014,10/5/2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,10.4,10,100000,1000000,94.93,100000,1000000,1000000,INRES,INRES,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
698,698,130034788,7/5/2018,535699,7/5/2018,7/5/2018,7/5/2018,401007322,DO1005204115,MH22019,SIVEMGC185,10/5/2014,10/5/2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,10.4,46,100000,4600000,103.62,108695.65,5000000,5000000,INRES,INRES,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
699,699,130034788,7/5/2018,535701,7/5/2018,7/5/2018,7/5/2018,401007322,DO1005204115,MH22019,SIVEMGC185,10/5/2014,10/5/2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,10.4,2,100000,200000,94.93,100000,200000,200000,INRES,INRES,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
700,700,130034788,7/5/2018,535703,7/5/2018,7/5/2018,7/5/2018,401007322,DO1005241125,MH12022,SIVEMGC-085,4/2/2012,4/2/2022,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,16.95,3,100000,300000,114.48,118747.87,356243.62,356243.62,INRES,INRES,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
701,701,130034788,7/5/2018,535705,7/5/2018,7/5/2018,7/5/2018,401007322,DO1005241125,MH12022,SIVEMGC-085,4/2/2012,4/2/2022,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,16.95,5,100000,500000,95.73,100000,500000,500000,INRES,INRES,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
702,702,130034788,7/5/2018,535707,7/5/2018,7/5/2018,7/5/2018,401007322,DO1005204115,MH22019,SIVEMGC185,10/5/2014,10/5/2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,10.4,145,100000,14500000,98.38,103448.28,15000000,15000000,INRES,INRES,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
703,703,130034788,7/5/2018,535709,7/5/2018,7/5/2018,7/5/2018,401007322,DO1005204115,MH22019,SIVEMGC185,10/5/2014,10/5/2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,10.4,15,100000,1500000,98.26,103333.33,1550000,1550000,INRES,INRES,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
704,704,130034788,7/5/2018,535711,7/5/2018,7/5/2018,7/5/2018,401007322,DO1005241125,MH12022,SIVEMGC-085,4/2/2012,4/2/2022,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,16.95,19,100000,1900000,100.99,105263.16,2000000,2000000,INRES,INRES,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
705,705,130034788,7/5/2018,535712,7/5/2018,7/5/2018,7/5/2018,401007322,DO1005204115,MH22019,SIVEMGC185,10/5/2014,10/5/2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,10.4,10,100000,1000000,94.93,100000,1000000,1000000,INRES,INRES,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
706,706,130034788,7/5/2018,535714,7/5/2018,7/5/2018,7/5/2018,401007322,DO1005234625,MH12021,SIVEMGC-061,4/6/2011,4/6/2021,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,15.95,44,100000,4400000,96.9,103624.87,4559494.26,4559494.26,INRES,INRES,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
707,707,130034788,7/5/2018,535717,7/5/2018,7/5/2018,7/5/2018,401007322,DO1005241125,MH12022,SIVEMGC-085,4/2/2012,4/2/2022,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,16.95,10,100000,1000000,95.73,100000,1000000,1000000,INRES,INRES,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
708,708,130034788,7/5/2018,535719,7/5/2018,7/5/2018,7/5/2018,401007322,DO1005241125,MH12022,SIVEMGC-085,4/2/2012,4/2/2022,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,16.95,19,100000,1900000,100.99,105263.16,2000000,2000000,INRES,INRES,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
709,709,130034788,7/5/2018,535721,7/5/2018,7/5/2018,7/5/2018,401007322,DO1005241125,MH12022,SIVEMGC-085,4/2/2012,4/2/2022,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,16.95,10,100000,1000000,95.73,100000,1000000,1000000,INRES,INRES,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
710,710,130034788,7/5/2018,535722,7/5/2018,7/5/2018,7/5/2018,401007322,DO1005234625,MH12021,SIVEMGC-061,4/6/2011,4/6/2021,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,15.95,1,100000,100000,94.02,100750.88,100750.88,100750.88,INRES,INRES,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
711,711,130034788,7/5/2018,535745,7/5/2018,7/5/2018,7/5/2018,401007322,DO1005241125,MH12022,SIVEMGC-085,4/2/2012,4/2/2022,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,16.95,175,100000,17500000,98.58,102857.14,18000000,18000000,INRES,INRES,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
712,712,130034788,7/5/2018,535747,7/5/2018,7/5/2018,7/5/2018,401007322,DO1005204115,MH22019,SIVEMGC185,10/5/2014,10/5/2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,10.4,3,100000,300000,95.04,100115.91,300347.74,300347.74,INRES,INRES,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
713,713,130034788,7/5/2018,535749,7/5/2018,7/5/2018,7/5/2018,401007322,DO1005241125,MH12022,SIVEMGC-085,4/2/2012,4/2/2022,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,16.95,48,100000,4800000,99.89,104166.67,5000000,5000000,INRES,INRES,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
714,714,130034788,7/5/2018,535751,7/5/2018,7/5/2018,7/5/2018,401007322,DO1005241125,MH12022,SIVEMGC-085,4/2/2012,4/2/2022,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,16.95,18,100000,1800000,108.21,112487.18,2024769.15,2024769.15,INRES,INRES,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
715,715,130034788,7/5/2018,535753,7/5/2018,7/5/2018,7/5/2018,401007322,DO1005241125,MH12022,SIVEMGC-085,4/2/2012,4/2/2022,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,16.95,27,100000,2700000,106.84,111111.11,3000000,3000000,INRES,INRES,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
716,716,130034788,7/5/2018,535755,7/5/2018,7/5/2018,7/5/2018,401007322,DO1005234625,MH12021,SIVEMGC-061,4/6/2011,4/6/2021,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,15.95,13,100000,1300000,94.62,101350.52,1317556.75,1317556.75,INRES,INRES,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
717,717,130034788,7/5/2018,535757,7/5/2018,7/5/2018,7/5/2018,401007322,DO1005204115,MH22019,SIVEMGC185,10/5/2014,10/5/2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,10.4,10,100000,1000000,96.17,101246.18,1012461.78,1012461.78,INRES,INRES,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
718,718,130034788,7/5/2018,535763,7/5/2018,7/5/2018,7/5/2018,401007322,DO1005206011,MH12032,SIVEMGC243,5/3/2017,5/3/2032,DOP,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,12,53,100000,5300000,112.82,117848.78,6245985.25,6245985.25,VERTEX,VERTEX,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
719,719,130034788,7/5/2018,535764,7/5/2018,7/5/2018,7/5/2018,401007551,DO1002243124,CI150319,SIVEMBC-091,15-03-2012,15-03-2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,15.5,4,10000,40000,122.75,12500,50000,50000,VERTEX,VERTEX,CONTADO,LIQUIDADA CONTADO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
720,720,130034788,7/5/2018,535621,7/5/2018,7/5/2018,7/5/2018,401007322,DO1005241125,MH12022,SIVEMGC-085,4/2/2012,4/2/2022,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,16.95,3,100000,300000,130.22,134488.85,403466.54,403466.54,INRES,INRES,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
721,721,130034788,7/5/2018,535623,7/5/2018,7/5/2018,7/5/2018,401007322,DO1005241125,MH12022,SIVEMGC-085,4/2/2012,4/2/2022,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,16.95,29,100000,2900000,99.18,103448.28,3000000,3000000,INRES,INRES,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
722,722,130034788,7/5/2018,535625,7/5/2018,7/5/2018,7/5/2018,401007322,DO1005234625,MH12021,SIVEMGC-061,4/6/2011,4/6/2021,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,15.95,19,100000,1900000,99.83,106556.56,2024574.59,2024574.59,INRES,INRES,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
723,723,130034788,7/5/2018,535627,7/5/2018,7/5/2018,7/5/2018,401007322,DO1005204115,MH22019,SIVEMGC185,10/5/2014,10/5/2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,10.4,28,100000,2800000,102.07,107142.86,3000000,3000000,INRES,INRES,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
724,724,130034788,7/5/2018,535629,7/5/2018,7/5/2018,7/5/2018,401007322,DO1005241125,MH12022,SIVEMGC-085,4/2/2012,4/2/2022,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,16.95,4,100000,400000,95.73,100000,400000,400000,INRES,INRES,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
725,725,130034788,7/5/2018,535631,7/5/2018,7/5/2018,7/5/2018,401007322,DO1005241125,MH12022,SIVEMGC-085,4/2/2012,4/2/2022,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,16.95,4,100000,400000,120.73,125000,500000,500000,INRES,INRES,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
726,726,130034788,7/5/2018,535633,7/5/2018,7/5/2018,7/5/2018,401007322,DO1005241125,MH12022,SIVEMGC-085,4/2/2012,4/2/2022,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,16.95,24,100000,2400000,99.89,104166.67,2500000,2500000,INRES,INRES,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
727,727,130034788,7/5/2018,535635,7/5/2018,7/5/2018,7/5/2018,401007551,DO1002243124,CI150319,SIVEMBC-091,15-03-2012,15-03-2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,15.5,44,10000,440000,105.62,10786.57,474609.15,474609.15,INRES,INRES,CONTADO,LIQUIDADA CONTADO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
728,728,130034788,7/5/2018,535636,7/5/2018,7/5/2018,7/5/2018,401007322,DO1005241125,MH12022,SIVEMGC-085,4/2/2012,4/2/2022,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,16.95,1,100000,100000,95.73,100000,100000,100000,INRES,INRES,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
729,729,130034788,7/5/2018,535638,7/5/2018,7/5/2018,7/5/2018,401007322,DO1005241125,MH12022,SIVEMGC-085,4/2/2012,4/2/2022,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,16.95,3,100000,300000,98.36,102633.33,307900,307900,INRES,INRES,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
730,730,130034788,7/5/2018,535791,7/5/2018,7/5/2018,7/5/2018,401007551,DO1002243926,CI050719,SIVEMBC-098,5/7/2012,5/7/2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,15,355,10000,3550000,110.53,11554.52,4101853.89,4101853.89,PRIMMA,PRIMMA,CONTADO,LIQUIDADA CONTADO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
731,731,130034788,7/5/2018,535797,7/5/2018,7/5/2018,7/5/2018,401007551,DO1002249022,CI181019,SIVEMBC-137,18-10-2012,18-10-2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,14,14,10000,140000,106.41,10714.29,150000,150000,ALPHA,ALPHA,CONTADO,LIQUIDADA CONTADO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
732,732,130034788,7/5/2018,535798,7/5/2018,7/5/2018,7/5/2018,401007322,DO1005205914,MH22023,SIVEMGC242,7/4/2017,7/4/2023,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,10.5,8,100000,800000,105.39,106250.01,850000.11,850000.11,ALPHA,ALPHA,CONTADO,LIQUIDADA PLAZO,MINISTERIO DE HACIENDA
733,733,130034788,7/5/2018,535799,7/5/2018,7/5/2018,7/5/2018,101768835,DO2014303211,BC1DPP32,SIVEM106,30-06-2017,30-06-2027,USD,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,6.25,5933,1,5933,109.16,1.1,6515.35,6515.35,ALPHA,ALPHA,CONTADO,LIQUIDADA CONTADO,"DOMINICAN POWER PARTNERS, LDC"
734,734,130034788,7/5/2018,535801,7/5/2018,7/5/2018,7/5/2018,401007551,DO1002213325,CI070122,SIVEMBC194,7/1/2015,7/1/2022,DOP,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,12,5000,10000,50000000,109.42,11336.87,56684374.46,56684374.46,ALPHA,APAP,CONTADO,LIQUIDADA CONTADO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
735,735,130034788,7/5/2018,535802,7/5/2018,7/5/2018,7/5/2018,401007322,DO1005205112,MH22026,SIVEMGC224,14-01-2016,14-01-2026,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,10.875,12,100000,1200000,113.3,116666.67,1400000.01,1400000.01,ALPHA,ALPHA,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
736,736,130034788,7/5/2018,535804,7/5/2018,7/5/2018,7/5/2018,401007322,DO1005205112,MH22026,SIVEMGC224,14-01-2016,14-01-2026,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,10.875,71,100000,7100000,109.87,113235.42,8039714.97,8039714.97,ALPHA,ALPHA,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
737,737,130034788,7/5/2018,535806,7/5/2018,7/5/2018,7/5/2018,401007322,DO1005241125,MH12022,SIVEMGC-085,4/2/2012,4/2/2022,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,16.95,54,100000,5400000,97.58,101851.85,5500000,5500000,INRES,INRES,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
738,738,130034788,7/5/2018,535808,7/5/2018,7/5/2018,7/5/2018,401007322,DO1005204719,MH22022,SIVEMGC200,4/3/2015,4/3/2022,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 1 RF,10.375,202,100000,20200000,121.94,123762.38,25000000,25000000,INRES,INRES,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
739,739,130034788,7/5/2018,535809,7/5/2018,7/5/2018,7/5/2018,401007322,DO1005204719,MH22022,SIVEMGC200,4/3/2015,4/3/2022,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 1 RF,10.375,202,100000,20200000,121.94,123762.38,25000000,25000000,INRES,INRES,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
740,740,130034788,7/5/2018,535952,7/5/2018,7/5/2018,7/5/2018,401007322,DO1005205419,MH42026,SIVEMGC224,4/6/2016,4/12/2026,DOP,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,11,70,100000,7000000,110.03,114668,8026759.71,8026759.71,UNICA,UNICA,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
741,741,130034788,7/5/2018,535954,7/5/2018,7/5/2018,7/5/2018,101768835,DO2014301611,BC1DPP16,SIVEM106,31-03-2017,31-03-2027,USD,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,6.25,13880,1,13880,108.29,1.09,15118.23,15118.23,UNICA,UNICA,CONTADO,LIQUIDADA CONTADO,"DOMINICAN POWER PARTNERS, LDC"
742,742,130034788,7/5/2018,535956,7/5/2018,7/5/2018,7/5/2018,101768835,DO2014301611,BC1DPP16,SIVEM106,31-03-2017,31-03-2027,USD,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,6.25,13880,1,13880,108.29,1.09,15118.23,15118.23,UNICA,UNICA,CONTADO,LIQUIDADA CONTADO,"DOMINICAN POWER PARTNERS, LDC"
743,743,130034788,7/5/2018,535958,7/5/2018,7/5/2018,7/5/2018,401007322,USP3579EAG28,BSRD2027,SIVEMGC-071,20-03-2006,20-04-2027,USD,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,8.625,10,1000,10000,119.89,1202.99,12029.87,12029.87,UNICA,UNICA,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
744,744,130034788,7/5/2018,535959,7/5/2018,7/5/2018,7/5/2018,101768835,DO2014305117,BC1DPP51,SIVEM106,14-11-2017,14-11-2027,USD,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,5.9,4581,1,4581,105.66,1.07,4901.02,4901.02,UNICA,UNICA,CONTADO,LIQUIDADA CONTADO,"DOMINICAN POWER PARTNERS, LDC"
745,745,130034788,7/5/2018,535960,7/5/2018,7/5/2018,7/5/2018,101768835,DO2014301611,BC1DPP16,SIVEM106,31-03-2017,31-03-2027,USD,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,6.25,4499,1,4499,108.29,1.09,4900.35,4900.35,UNICA,UNICA,CONTADO,LIQUIDADA CONTADO,"DOMINICAN POWER PARTNERS, LDC"
746,746,130034788,7/5/2018,535962,7/5/2018,7/5/2018,7/5/2018,401007551,DO1002216112,CI030223,SIVEMBC226,3/2/2016,3/2/2023,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,11,4,10000,40000,106.6,10942.5,43769.98,43769.98,UNICA,UNICA,CONTADO,LIQUIDADA CONTADO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
747,747,130034788,7/5/2018,535964,7/5/2018,7/5/2018,7/5/2018,401007551,DO1002243124,CI150319,SIVEMBC-091,15-03-2012,15-03-2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,15.5,9,10000,90000,106.64,10888.89,98000,98000,VERTEX,VERTEX,CONTADO,LIQUIDADA CONTADO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
748,748,130034788,7/5/2018,535966,7/5/2018,7/5/2018,7/5/2018,401007322,DO1005204214,MH12024,SIVEMGC185,10/5/2014,10/5/2024,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 1 RF,11.5,31,100000,3100000,112.14,117750.45,3650263.84,3650263.84,IPSA,IPSA,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
749,749,130034788,7/5/2018,535968,7/5/2018,7/5/2018,7/5/2018,401007551,DO1002218324,LE040119,SIVEMBC255,4/1/2018,4/1/2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,0,9,10000,90000,85.87,8586.87,77281.79,77281.79,TIVALSA,TIVALSA,CONTADO,LIQUIDADA CONTADO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
