...1,...2,ENV_RNC_SUPERVISADO,ENV_FECHA_ENVIO,OPERACION,FECHA_TRANSACCION,DATE_LIQUIDACION,DATE_LIQUIDACION_REAL,RNC_EMISOR,ISIN,SERIE,CODIGO_SIV,EMISION,VENCIMIENTO,MONEDA,MERCADO,NEGOCIACION,TIPO_OPERACION,SUB_OPERACION,TASA_INT_EMISION,UNIDAD_VALOR,VALOR_NOMINAL,CANT_VALOR_NOMINAL,PRECIO_LIMPIO,PRECIO_SUCIO,IMPORTE_BRUTO_LIQ,VALOR_TRANSADO,DEP_VENDEDOR,DEP_COMPRADOR,PARTE_OPERATION,ESTADO_OPERACION,EMISOR
193,193,130034788,18-05-2018,542701,18-05-2018,18-05-2018,18-05-2018,401007551,DO1002218324,LE040119,SIVEMBC255,4/1/2018,4/1/2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,0,801,10000,8010000,95.52,9551.83,7651015.01,7651015.01,CCI,CCI,CONTADO,LIQUIDADA CONTADO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
194,194,130034788,18-05-2018,542704,18-05-2018,18-05-2018,18-05-2018,401007551,DO1002218324,LE040119,SIVEMBC255,4/1/2018,4/1/2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,0,473,10000,4730000,95.54,9554.45,4519253.1,4519253.1,CCI,CCI,CONTADO,LIQUIDADA CONTADO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
195,195,130034788,18-05-2018,542384,18-05-2018,18-05-2018,18-05-2018,401007322,DO1005204115,MH22019,SIVEMGC185,10/5/2014,10/5/2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,10.4,24,100000,2400000,103.94,104166.67,2500000,2500000,INRES,INRES,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
196,196,130034788,18-05-2018,542386,18-05-2018,18-05-2018,18-05-2018,401007322,DO1005204115,MH22019,SIVEMGC185,10/5/2014,10/5/2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,10.4,24,100000,2400000,103.94,104166.67,2500000,2500000,INRES,INRES,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
197,197,130034788,18-05-2018,542388,18-05-2018,18-05-2018,18-05-2018,401007322,DO1005204115,MH22019,SIVEMGC185,10/5/2014,10/5/2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,10.4,25,100000,2500000,103.77,104000,2600000,2600000,INRES,INRES,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
198,198,130034788,18-05-2018,542390,18-05-2018,18-05-2018,18-05-2018,401007322,DO1005204115,MH22019,SIVEMGC185,10/5/2014,10/5/2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,10.4,29,100000,2900000,103.22,103448.28,3000000,3000000,INRES,INRES,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
199,199,130034788,18-05-2018,542392,18-05-2018,18-05-2018,18-05-2018,401007322,DO1005204115,MH22019,SIVEMGC185,10/5/2014,10/5/2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,10.4,29,100000,2900000,103.22,103448.28,3000000,3000000,INRES,INRES,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
200,200,130034788,18-05-2018,542394,18-05-2018,18-05-2018,18-05-2018,401007322,DO1005204115,MH22019,SIVEMGC185,10/5/2014,10/5/2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,10.4,29,100000,2900000,103.22,103448.28,3000000,3000000,INRES,INRES,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
201,201,130034788,18-05-2018,456463,20-11-2017,18-05-2018,18-05-2018,401007551,DO1002213325,CI070122,SIVEMBC194,7/1/2015,7/1/2022,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,12,34,10000,340000,11029.41,11505.4,391183.56,391183.56,JMMB,JMMB,PLAZO,LIQUIDADA PLAZO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
202,202,130034788,18-05-2018,456478,20-11-2017,18-05-2018,18-05-2018,401007322,DO1005205112,MH22026,SIVEMGC224,14-01-2016,14-01-2026,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,10.875,6,100000,600000,108333.33,112955.46,677732.74,677732.74,JMMB,JMMB,PLAZO,LIQUIDADA PLAZO,MINISTERIO DE HACIENDA
203,203,130034788,18-05-2018,456521,20-11-2017,18-05-2018,18-05-2018,401007551,DO1002216112,CI030223,SIVEMBC226,3/2/2016,3/2/2023,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,11,190,10000,1900000,10526.32,10965.1,2083369.86,2083369.86,JMMB,JMMB,PLAZO,LIQUIDADA PLAZO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
204,204,130034788,18-05-2018,456523,20-11-2017,18-05-2018,18-05-2018,401007551,DO1002216112,CI030223,SIVEMBC226,3/2/2016,3/2/2023,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,11,380,10000,3800000,10526.32,10949.62,4160854.79,4160854.79,JMMB,JMMB,PLAZO,LIQUIDADA PLAZO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
205,205,130034788,18-05-2018,457273,21-11-2017,18-05-2018,18-05-2018,401007322,DO1005205419,MH42026,SIVEMGC224,4/6/2016,4/12/2026,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,11,28,100000,2800000,107338.59,111578.61,3124201,3124201,JMMB,JMMB,PLAZO,LIQUIDADA PLAZO,MINISTERIO DE HACIENDA
206,206,130034788,18-05-2018,457277,21-11-2017,18-05-2018,18-05-2018,401007322,DO1005206011,MH12032,SIVEMGC243,5/3/2017,5/3/2032,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,12,1,100000,100000,106659.45,110638.58,110638.58,110638.58,JMMB,JMMB,PLAZO,LIQUIDADA PLAZO,MINISTERIO DE HACIENDA
207,207,130034788,18-05-2018,457581,21-11-2017,18-05-2018,18-05-2018,401007551,DO1002216112,CI030223,SIVEMBC226,3/2/2016,3/2/2023,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,11,2793,10000,27930000,10741.12,11120.89,31060644.21,31060644.21,JMMB,JMMB,PLAZO,LIQUIDADA PLAZO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
208,208,130034788,18-05-2018,457582,21-11-2017,18-05-2018,18-05-2018,401007551,DO1002216427,CI230623,SIVEMBC231,23-06-2016,23-06-2023,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,11,2345,10000,23450000,11026.18,11510.12,26991230.93,26991230.93,JMMB,JMMB,PLAZO,LIQUIDADA PLAZO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
209,209,130034788,1/5/2018,531091,25-04-2018,1/5/2018,1/5/2018,401007322,DO1005206011,MH12032,SIVEMGC243,5/3/2017,5/3/2032,DOP,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,12,84,100000,8400000,114.8,116675.9,9800775.75,9800775.75,TIVALSA,TIVALSA,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
210,210,130034788,1/5/2018,531092,25-04-2018,1/5/2018,1/5/2018,401007322,DO1005206011,MH12032,SIVEMGC243,5/3/2017,5/3/2032,DOP,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,12,83,100000,8300000,115.35,117228.92,9730000,9730000,TIVALSA,TIVALSA,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
211,211,130034788,1/5/2018,531205,26-04-2018,1/5/2018,1/5/2018,401007322,USP3579EBD87,BSRD2025,SIVEMGC198,27-01-2015,27-01-2025,USD,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,5.5,71,1000,71000,110.21,1116.48,79269.9,79269.9,TIVALSA,TIVALSA,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
212,212,130034788,1/5/2018,531207,26-04-2018,1/5/2018,1/5/2018,401007322,DO1005244525,CDEEE23,SIVEMGC-101,31-07-2012,31-07-2023,USD,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,7,4,1000,4000,98.37,1000.92,4003.68,4003.68,TIVALSA,TIVALSA,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
213,213,130034788,1/5/2018,531208,26-04-2018,1/5/2018,1/5/2018,401007322,DO1005244525,CDEEE23,SIVEMGC-101,31-07-2012,31-07-2023,USD,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,7,70,1000,70000,116.85,1185.71,83000,83000,TIVALSA,TIVALSA,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
214,214,130034788,1/5/2018,531209,26-04-2018,1/5/2018,1/5/2018,401007551,DO1002218324,LE040119,SIVEMBC255,4/1/2018,4/1/2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,0,3,10000,30000,66.67,6666.67,20000,20000,TIVALSA,TIVALSA,CONTADO,LIQUIDADA CONTADO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
215,215,130034788,1/5/2018,531210,26-04-2018,1/5/2018,1/5/2018,401007551,DO1002218324,LE040119,SIVEMBC255,4/1/2018,4/1/2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,0,3,10000,30000,68.06,6805.72,20417.15,20417.15,TIVALSA,TIVALSA,CONTADO,LIQUIDADA CONTADO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
216,216,130034788,1/5/2018,531212,26-04-2018,1/5/2018,1/5/2018,401007551,DO1002218324,LE040119,SIVEMBC255,4/1/2018,4/1/2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,0,4,10000,40000,75,7500,30000,30000,TIVALSA,TIVALSA,CONTADO,LIQUIDADA CONTADO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
217,217,130034788,1/5/2018,531213,26-04-2018,1/5/2018,1/5/2018,401007551,DO1002218324,LE040119,SIVEMBC255,4/1/2018,4/1/2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,0,4,10000,40000,76.58,7658.19,30632.76,30632.76,TIVALSA,TIVALSA,CONTADO,LIQUIDADA CONTADO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
218,218,130034788,18-05-2018,542947,18-05-2018,18-05-2018,18-05-2018,401007322,DO1005206011,MH12032,SIVEMGC243,5/3/2017,5/3/2032,DOP,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,12,5,100000,500000,117.69,120121.58,600607.88,600607.88,INRES,INRES,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
219,219,130034788,18-05-2018,542949,18-05-2018,18-05-2018,18-05-2018,401007322,DO1005204115,MH22019,SIVEMGC185,10/5/2014,10/5/2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,10.4,29,100000,2900000,103.22,103448.28,3000000,3000000,INRES,INRES,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
220,220,130034788,18-05-2018,542955,18-05-2018,18-05-2018,18-05-2018,401007322,DO1005241125,MH12022,SIVEMGC-085,4/2/2012,4/2/2022,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,16.95,22,100000,2200000,108.85,113636.36,2500000,2500000,INRES,INRES,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
221,221,130034788,18-05-2018,542758,18-05-2018,18-05-2018,18-05-2018,401007322,DO1005205617,MH12027,SIVEMGC224,5/8/2016,5/2/2027,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,11.25,48,100000,4800000,109.91,113054.74,5426627.31,5426627.31,ALPHA,ALPHA,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
222,222,130034788,18-05-2018,542759,18-05-2018,18-05-2018,18-05-2018,401007322,DO1005205112,MH22026,SIVEMGC224,14-01-2016,14-01-2026,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,10.875,53,100000,5300000,109.51,113207.55,6000000,6000000,ALPHA,ALPHA,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
223,223,130034788,18-05-2018,542761,18-05-2018,18-05-2018,18-05-2018,401007322,DO1005205112,MH22026,SIVEMGC224,14-01-2016,14-01-2026,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,10.875,18,100000,1800000,107.42,111111.11,1999999.95,1999999.95,ALPHA,ALPHA,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
224,224,130034788,18-05-2018,542766,18-05-2018,18-05-2018,18-05-2018,401007322,DO1005205112,MH22026,SIVEMGC224,14-01-2016,14-01-2026,DOP,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,10.875,254,100000,25400000,112.45,116141.73,29500000,29500000,TIVALSA,TIVALSA,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
225,225,130034788,18-05-2018,542767,18-05-2018,18-05-2018,18-05-2018,401007551,DO1002249923,CI030120,SIVEMBC-141,3/1/2013,3/1/2020,DOP,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,13,110,10000,1100000,108.85,11366.03,1250263.42,1250263.42,IPSA,IPSA,CONTADO,LIQUIDADA CONTADO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
226,226,130034788,18-05-2018,542771,18-05-2018,18-05-2018,18-05-2018,401007322,DO1005234625,MH12021,SIVEMGC-061,4/6/2011,4/6/2021,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,15.95,909,100000,90900000,122.6,129812.98,118000000.8,118000000.8,ALPHA,ALPHA,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
227,227,130034788,18-05-2018,542396,18-05-2018,18-05-2018,18-05-2018,401007322,DO1005204115,MH22019,SIVEMGC185,10/5/2014,10/5/2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,10.4,33,100000,3300000,101.21,101439.39,3347500,3347500,INRES,INRES,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
228,228,130034788,18-05-2018,542398,18-05-2018,18-05-2018,18-05-2018,401007322,DO1005241125,MH12022,SIVEMGC-085,4/2/2012,4/2/2022,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,16.95,40,100000,4000000,97.73,102511.43,4100457.3,4100457.3,INRES,INRES,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
229,229,130034788,18-05-2018,542400,18-05-2018,18-05-2018,18-05-2018,401007322,DO1005204115,MH22019,SIVEMGC185,10/5/2014,10/5/2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,10.4,44,100000,4400000,102.04,102272.73,4500000,4500000,INRES,INRES,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
230,230,130034788,18-05-2018,542402,18-05-2018,18-05-2018,18-05-2018,401007322,DO1005204115,MH22019,SIVEMGC185,10/5/2014,10/5/2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,10.4,44,100000,4400000,102.04,102272.73,4500000,4500000,INRES,INRES,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
231,231,130034788,18-05-2018,542404,18-05-2018,18-05-2018,18-05-2018,401007322,DO1005204115,MH22019,SIVEMGC185,10/5/2014,10/5/2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,10.4,45,100000,4500000,101.99,102222.22,4600000,4600000,INRES,INRES,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
232,232,130034788,18-05-2018,542406,18-05-2018,18-05-2018,18-05-2018,401007322,DO1005204115,MH22019,SIVEMGC185,10/5/2014,10/5/2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,10.4,49,100000,4900000,101.81,102040.82,5000000,5000000,INRES,INRES,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
233,233,130034788,18-05-2018,542408,18-05-2018,18-05-2018,18-05-2018,401007322,DO1005204115,MH22019,SIVEMGC185,10/5/2014,10/5/2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,10.4,49,100000,4900000,101.81,102040.82,5000000,5000000,INRES,INRES,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
234,234,130034788,18-05-2018,542410,18-05-2018,18-05-2018,18-05-2018,401007322,DO1005204115,MH22019,SIVEMGC185,10/5/2014,10/5/2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,10.4,49,100000,4900000,101.81,102040.82,5000000,5000000,INRES,INRES,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
235,235,130034788,18-05-2018,542412,18-05-2018,18-05-2018,18-05-2018,401007322,DO1005204115,MH22019,SIVEMGC185,10/5/2014,10/5/2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,10.4,53,100000,5300000,101.66,101886.79,5400000,5400000,INRES,INRES,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
236,236,130034788,18-05-2018,542414,18-05-2018,18-05-2018,18-05-2018,401007322,DO1005204115,MH22019,SIVEMGC185,10/5/2014,10/5/2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,10.4,64,100000,6400000,101.33,101562.5,6500000,6500000,INRES,INRES,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
237,237,130034788,9/1/2019,582772,9/7/2018,9/1/2019,9/1/2019,401007322,DO1005204719,MH22022,SIVEMGC200,4/3/2015,4/3/2022,DOP,SECUNDARIO,EXTRABURSATIL,OTC,VENTA FOWARD RF,10.375,70,100000,7000000,110.68,114285.71,8000000,8000000,INRES,INRES,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
238,238,130034788,1/5/2018,532658,1/5/2018,1/5/2018,1/5/2018,401007322,DO1005241125,MH12022,SIVEMGC-085,4/2/2012,4/2/2022,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,16.95,24,100000,2400000,101.56,105549.61,2533190.63,2533190.63,INRES,INRES,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
239,239,130034788,1/5/2018,532660,1/5/2018,1/5/2018,1/5/2018,401007322,DO1005241125,MH12022,SIVEMGC-085,4/2/2012,4/2/2022,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,16.95,5,100000,500000,98.51,102508.14,512540.71,512540.71,INRES,INRES,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
240,240,130034788,1/5/2018,532662,1/5/2018,1/5/2018,1/5/2018,401007322,DO1005241125,MH12022,SIVEMGC-085,4/2/2012,4/2/2022,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,16.95,40,100000,4000000,100.43,104423.23,4176929.02,4176929.02,INRES,INRES,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
241,241,130034788,1/5/2018,530439,24-04-2018,1/5/2018,1/5/2018,401007322,DO1005206011,MH12032,SIVEMGC243,5/3/2017,5/3/2032,DOP,SECUNDARIO,EXTRABURSATIL,OTC,VENTA FOWARD RF,12,57,100000,5700000,143.27,145142.56,8273126.03,8273126.03,TIVALSA,TIVALSA,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
242,242,130034788,1/5/2018,530440,24-04-2018,1/5/2018,1/5/2018,401007322,DO1005206011,MH12032,SIVEMGC243,5/3/2017,5/3/2032,DOP,SECUNDARIO,EXTRABURSATIL,OTC,VENTA FOWARD RF,12,57,100000,5700000,141.99,143859.65,8200000,8200000,TIVALSA,TIVALSA,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
243,243,130034788,1/5/2018,530441,24-04-2018,1/5/2018,1/5/2018,401007322,DO1005206011,MH12032,SIVEMGC243,5/3/2017,5/3/2032,DOP,SECUNDARIO,EXTRABURSATIL,OTC,VENTA FOWARD RF,12,57,100000,5700000,143.27,145142.56,8273126.03,8273126.03,TIVALSA,TIVALSA,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
244,244,130034788,1/5/2018,530442,24-04-2018,1/5/2018,1/5/2018,401007322,DO1005206011,MH12032,SIVEMGC243,5/3/2017,5/3/2032,DOP,SECUNDARIO,EXTRABURSATIL,OTC,VENTA FOWARD RF,12,57,100000,5700000,141.99,143859.65,8200000,8200000,TIVALSA,TIVALSA,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
245,245,130034788,1/5/2018,530443,24-04-2018,1/5/2018,1/5/2018,401007551,DO1002216427,CI230623,SIVEMBC231,23-06-2016,23-06-2023,DOP,SECUNDARIO,EXTRABURSATIL,OTC,VENTA FOWARD RF,11,881,10000,8810000,110.62,11451.96,10089178.08,10089178.08,TIVALSA,TIVALSA,CONTADO,LIQUIDADA CONTADO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
246,246,130034788,1/5/2018,530444,24-04-2018,1/5/2018,1/5/2018,401007551,DO1002216427,CI230623,SIVEMBC231,23-06-2016,23-06-2023,DOP,SECUNDARIO,EXTRABURSATIL,OTC,VENTA FOWARD RF,11,873,10000,8730000,110.65,11454.75,10000000,10000000,TIVALSA,TIVALSA,CONTADO,LIQUIDADA CONTADO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
247,247,130034788,1/5/2018,532861,1/5/2018,1/5/2018,1/5/2018,401007551,DO1002218324,LE040119,SIVEMBC255,4/1/2018,4/1/2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,0,43,10000,430000,94.32,9432.3,405589.04,405589.04,CCI,CCI,CONTADO,LIQUIDADA CONTADO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
248,248,130034788,1/5/2018,532864,1/5/2018,1/5/2018,1/5/2018,401007551,DO1002218324,LE040119,SIVEMBC255,4/1/2018,4/1/2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,0,37,10000,370000,94.17,9417.34,348441.69,348441.69,CCI,CCI,CONTADO,LIQUIDADA CONTADO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
249,249,130034788,1/5/2018,532867,1/5/2018,1/5/2018,1/5/2018,401007551,DO1002218324,LE040119,SIVEMBC255,4/1/2018,4/1/2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,0,34,10000,340000,94.51,9451.34,321345.6,321345.6,CCI,CCI,CONTADO,LIQUIDADA CONTADO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
250,250,130034788,1/5/2018,532870,1/5/2018,1/5/2018,1/5/2018,401007551,DO1002218324,LE040119,SIVEMBC255,4/1/2018,4/1/2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,0,21,10000,210000,95.24,9523.81,200000,200000,CCI,CCI,CONTADO,LIQUIDADA CONTADO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
251,251,130034788,1/5/2018,532873,1/5/2018,1/5/2018,1/5/2018,401007322,DO1005244525,CDEEE23,SIVEMGC-101,31-07-2012,31-07-2023,USD,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,7,2,1000,2000,98.27,1000,2000,2000,CCI,CCI,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
252,252,130034788,1/5/2018,532876,1/5/2018,1/5/2018,1/5/2018,401007551,DO1002218324,LE040119,SIVEMBC255,4/1/2018,4/1/2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,0,54,10000,540000,95.83,9582.57,517458.98,517458.98,CCI,CCI,CONTADO,LIQUIDADA CONTADO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
253,253,130034788,1/5/2018,532879,1/5/2018,1/5/2018,1/5/2018,401007551,DO1002218324,LE040119,SIVEMBC255,4/1/2018,4/1/2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,0,158,10000,1580000,94.94,9493.67,1500000,1500000,CCI,CCI,CONTADO,LIQUIDADA CONTADO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
254,254,130034788,1/5/2018,532882,1/5/2018,1/5/2018,1/5/2018,401007551,DO1002218324,LE040119,SIVEMBC255,4/1/2018,4/1/2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,CONTADO RF,0,32,10000,320000,95.71,9571.49,306287.67,306287.67,CCI,CCI,CONTADO,LIQUIDADA CONTADO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
255,255,130034788,1/5/2018,489178,30-01-2018,1/5/2018,1/5/2018,401007322,DO1005204214,MH12024,SIVEMGC185,10/5/2014,10/5/2024,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 1 RF,11.5,60,100000,6000000,114.12,118536.53,7112191.78,7112191.78,IPSA,IPSA,PLAZO,LIQUIDADA PLAZO,MINISTERIO DE HACIENDA
256,256,130034788,1/5/2018,489226,30-01-2018,1/5/2018,1/5/2018,401007551,DO1002243926,CI050719,SIVEMBC-098,5/7/2012,5/7/2019,DOP,SECUNDARIO,EXTRABURSATIL,OTC,VENTA FOWARD RF,15,10,10000,100000,106.67,11143.57,111435.7,111435.7,PRIMMA,PRIMMA,CONTADO,LIQUIDADA CONTADO,BANCO CENTRAL DE LA REPUBLICA DOMINICANA
257,257,130034788,18-05-2018,542640,18-05-2018,18-05-2018,18-05-2018,401007322,DO1005205112,MH22026,SIVEMGC224,14-01-2016,14-01-2026,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,10.875,44,100000,4400000,109.94,113636.37,5000000.1,5000000.1,ALPHA,ALPHA,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
258,258,130034788,18-05-2018,542642,18-05-2018,18-05-2018,18-05-2018,401007322,DO1005205112,MH22026,SIVEMGC224,14-01-2016,14-01-2026,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,10.875,7,100000,700000,110.59,114285.72,800000.01,800000.01,ALPHA,ALPHA,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
259,259,130034788,18-05-2018,542644,18-05-2018,18-05-2018,18-05-2018,401007322,DO1005205112,MH22026,SIVEMGC224,14-01-2016,14-01-2026,DOP,SECUNDARIO,EXTRABURSATIL,OTC,OPERACION ESTRUCTURADA 3 RF,10.875,22,100000,2200000,109.94,113636.37,2500000.05,2500000.05,ALPHA,ALPHA,CONTADO,LIQUIDADA CONTADO,MINISTERIO DE HACIENDA
